x,y,f
4.0,-4.0,17.0
2.1707317479707258,-1.5609756639609675,1.7560975609756175
1.0000000495863528,-2.0000000554685053,8.61231655445733e-15
1.0000000063353682,-1.9999999978005267,4.981225594250715e-17
0.9999999948763256,-2.000000001489252,3.06877811313156e-17
